BUSH,relates,17,0.894736842105
BUSH,signal,12,1.0
CHRISTIE,attorney,15,0.833333333333
CRUZ,defending,18,0.818181818182
CRUZ,note,20,0.833333333333
CRUZ,arms,11,0.846153846154
CRUZ,schumer,12,0.857142857143
CRUZ,flat,32,0.864864864865
CRUZ,carter,13,0.866666666667
CRUZ,amnesty,36,0.878048780488
CRUZ,jimmy,12,0.923076923077
CRUZ,checks,22,0.95652173913
CRUZ,abolish,11,1.0
CRUZ,fled,11,1.0
CRUZ,chuck,13,1.0
KASICH,18,13,0.8125
KASICH,hole,11,0.846153846154
KASICH,ohio,62,0.849315068493
KASICH,neighborhoods,12,1.0
KASICH,formula,14,1.0
KASICH,surplus,17,1.0
TRUMP,bankruptcy,13,0.8125
TRUMP,nobody,40,0.816326530612
TRUMP,excuse,45,0.818181818182
TRUMP,along,56,0.835820895522
TRUMP,tremendous,38,0.844444444444
TRUMP,outside,11,0.846153846154
TRUMP,atlantic,12,0.857142857143
TRUMP,eminent,20,0.869565217391
TRUMP,hell,14,0.875
TRUMP,businessman,17,0.894736842105
TRUMP,nice,28,0.903225806452
TRUMP,properly,11,0.916666666667
TRUMP,badly,12,0.923076923077
TRUMP,vets,14,0.933333333333
TRUMP,waterboarding,14,0.933333333333
TRUMP,bid,11,1.0
TRUMP,"a",12,1.0
TRUMP,male:,12,1.0
TRUMP,they'll,21,1.0
RUBIO,sunni,17,0.809523809524
RUBIO,enterprise,14,0.823529411765
RUBIO,operating,17,0.85
RUBIO,space,11,0.916666666667
RUBIO,conference,14,0.933333333333
RUBIO,2015,18,0.947368421053
RUBIO,images,14,1.0
